title,address,neighborhood,street,city,postalCode,state,countryCode,website,emails,phone,location/lat,location/lng,plusCode,categoryName,totalScore,reviewsCount
Levi's,"China, CN Guizhou Province Qiandongnan Miao and Dong Autonomous Prefecture Kaili City Beijing West Road 1F Postal Code: 556000",Kaili City,CN Guizhou Province Qiandongnan Miao and Dong Autonomous Prefecture Kaili City Beijing West Road 1st Floor,Qiandongnan Miao and Dong Autonomous Prefecture,556000,,CN,,,,26.5811,107.97326,"HXJF+C8 Kaili City, Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou, China",Clothing store,,
Levi's,"China, CN Hunan Province Hengyang Zhengxiang District Chuanshan West Road 2 2 2 Chongsheng Jingzhu Department Store 3rd Floor Postal Code: 421001",Zhengxiang District,CN Hunan Province Hengyang City Zhengxiang District 2 2 Chuanshan West Road 3rd Floor,Hengyang,421001,,CN,,,,26.9041,112.59912,"WH3X+JJ Zhengxiang District, Hengyang, Hunan, China",Clothing store,,
LEVI’S,"14 Fuqian St, Huairou District, Beijing, China, 101401",,14 Fuqian St,Huairou District,101401,Beijing,CN,,,,40.3156,116.631049,"8J8J+6C Longshan Neighborhood, Huairou District, Beijing, China",Clothing store,,
Levi's,"China, CN Guizhou Guiyang Yunyan District Hall A L2-01 30 meters due west Postal code: 550002",Yunyan District,CN Guizhou Province Guiyang City Yunyan District Hall A L2-01 30 meters due west,Guiyang,550002,,CN,,,,26.58591,106.7559,"HQP4+99 Yunyan District, Guiyang, Guizhou, China",Clothing store,,
Levi's,"China, 18 Shilu International 4th Floor",Gusu District,"4th floor, Shilu International, No. 18 Shilu",Suzhou,,,CN,,,,31.311171,120.602417,"8J62+FX Gusu District, Suzhou, Jiangsu, China",Clothing store,,
LEVI'S,"China, World Trade Center",Jurong,World Trade Center,Zhenjiang,,,CN,,,,31.9548611,119.1471044,,Clothing store,,
levi's,"188 Quancheng Rd, 泉城路時區 Lixia District, Jinan, Shandong, China, 250011",Quancheng Road Business District Lixia District,188 Quancheng Rd,Jinan,250011,Shandong,CN,,,,36.6651478,117.0259998,"M28G+39 Lixia District, Jinan, Shandong, China",Clothing store,,
Levi's,"245 Guanqian St, Ping Jiang Qu, Suzhou, Jiangsu, China, 215005",Pingjiang,245 Guanqian St,Suzhou,215005,Jiangsu,CN,,,,31.310151,120.622075,"8J6C+3R Gusu District, Suzhou, Jiangsu, China",Clothing store,,
LEVI’S,"2 Huayuan Rd, 花園路商區 Licheng District, Jinan, Jinan, Shandong, China, 250100","Huayuan Road Commercial District, Licheng District, Jinan",2 Huayuan Rd,Jinan,250100,Shandong,CN,,,,36.687122,117.08964,,Clothing store,,
Levi’s,"2888 Huqingping Hwy, Qingpu District, Shanghai, China, 201704",,2888 Huqingping Hwy,Qingpu District,201704,Shanghai,CN,http://www.chinasspp.com/brand/2793/,,,31.154329,121.227804,"563H+P4 Qingpu District, Shanghai, China",Clothing store,,
Levi's,"Shuangnan Blvd, 1179-1180, 1st Floor, Times Outlets, Shuangnan Blvd, Sichuan, Chengdu, Shuangliu, Shuangnan Blvd, Shuangnan Avenue Postal Code: 610046",Shuangliu,"Shuangnan Blvd, Shuangnan Avenue, Times Outlets, 1st Floor, Area B, 1179-1180",Chengdu,610046,Sichuan,CN,,,,30.602903,103.944468,"JW3V+5Q Shuangliu, Chengdu, Sichuan, China",Clothing store,,
LEVI'S Movement,"Huijin Dept Store (Loushanguan Road), Hongqiao Changning District, Shanghai, China, 200050",Hongqiao,Huijin Dept Store （Loushanguan Road）,Changning District,,Shanghai,CN,,,,31.2115526,121.4051688,,Clothing store,,
LEVI,"China, Chongqing, Jiulongpo District, Xingsheng Road Jiayun Shopping City",Yangjiaping,Xingsheng Road Jiayun Shopping City,Jiulongpo District,,,CN,https://www.levi.com/US/en_US/,,,29.511345,106.512875,,Clothing store,,
LEVI’S,"158 Beiyuan Rd, Laizhou, Yantai, Shandong, China, 261400",Laizhou,158 Beiyuan Rd,Yantai,261400,Shandong,CN,,,,37.2009045,119.9459434,"6W2W+99 Chenggang Residential District, Laizhou, Yantai, Shandong, China",Clothing store,,
Levi's,"China, Sichuan, Chengdu, Jinniu District, North 3rd Ring Road Section 1 Auxiliary Road Postal Code: 610031",Jinniu District,A section of the North Third Ring Road auxiliary road,Chengdu,610031,Sichuan,CN,,,,30.719472,104.036392,,Clothing store,,
Levi's,"101 Huayuan Rd, Licheng District, Jinan, Jinan, Shandong, China, 250199","Licheng District, Jinan",101 Huayuan Rd,Jinan,250199,Shandong,CN,,,,36.6848033,117.0636319,"M3M7+WF Licheng District, Jinan, Jinan, Shandong, China",Clothing store,,
Levi's,"2nd Floor, New Century Global Mall, 1700 Tianfu Avenue North, China",Wuhou District,"2nd floor, New Century Global Shopping Center, No. 1700 North Section of Tianfu Avenue",Chengdu,,,CN,,,,30.5962292,104.0679902,,Clothing store,,
levis,"China, Chongqing, Shapingba District, Shapingba Business District Three Gorges Square Pedestrian Street Postal Code: 400038",Shapingba business district,Three Gorges Square Pedestrian Street,Shapingba District,400038,Chongqing,CN,https://www.levi.com/US/en_US/,,,29.5570762,106.4616824,,Clothing store,,
Levis,"Room 34, 2F, Area A, Tianjie, China, Chongqing, Jiangbei",,"Room 34, 2F, Area A, Beicheng Tianjie",Jiangbei,,,CN,https://www.levi.com/US/en_US/,,,29.577255,106.532961,"HGGM+W5 Jiangbei, Chongqing, China",Clothing store,,
LEVI' S,"1017B 1F, 1st Floor, Wanda Plaza Taicang Store, No. 188, No. 188, China, Jiangsu, Suzhou, Taicang, Shanghai E Rd. Postal Code: 215411",Taicang,"Shanghai E Rd, 188B, 1st Floor, Wanda Plaza Taicang Store",Suzhou,215411,Jiangsu,CN,,,,31.460067,121.138074,"F46Q+26 Taicang, Suzhou, Jiangsu, China",Clothing store,,
Levi's,"China, CN Sichuan Province Chengdu Shuangliu District Baiyishang Street 177 177 Chengnan Youpindao Plaza 1st Floor Postal Code: 610203",Shuangliu,"CN Sichuan Province Chengdu Shuangliu District Baiyishang Street 177 177 1st Floor, Youpindao Plaza, Chengnan",Chengdu,610203,,CN,,,,30.59503,103.91283,"HWW7+24 Shuangliu, Chengdu, Sichuan, China",Clothing store,,
Levi's,"China, CN Hainan Province Haikou Longhua District Yangshan Avenue No. 39 39 Mission Hills New Town Building 1 Postal Code: 571155","Longhua District, Haikou",CN Hainan Province Haikou City Longhua District Yangshan Avenue 39 39 Mission Hills New Town Building 1,Haikou,571155,,CN,,,,19.91603,110.33165,"W88J+CM Longhua District, Haikou, Haikou, Hainan, China",Clothing store,,
Levi's,"Chengdu City SM Plaza, 1st Floor, 29 2nd Ring Rd East Section 2, 29, Chenghua District, Chengdu, Sichuan, China, 610056","29, Chenghua District","Chengdu City SM Plaza, 1st Floor, 29 2nd Ring Rd East Section 2",Chengdu,610056,Sichuan,CN,,,,30.66849,104.11203,"M496+9R Chenghua District, Chengdu, Sichuan, China",Clothing store,,
Levis,"16 Haixiu E Rd, Longhua District Haikou, Hainan, China, 570102",Longhua District,16 Haixiu E Rd,Haikou,,Hainan,CN,https://www.levi.com/US/en_US/,,,20.0292735,110.3416906,"28HR+PM Haikou, Hainan, China",Clothing store,,
Levi's,"China, CN 2nd Floor, Leshan Wangfujing Shopping Center, No. 118 118 Tianxing Road, Leshan City, Leshan City, Sichuan Province Postal Code: 614000","Shizhong District, Leshan","CN 2nd Floor, Leshan Wangfujing Shopping Center, No. 118 118 Tianxing Road, Shizhong District, Leshan City, Sichuan Province, 2011",Leshan,614000,,CN,,,,29.58293,103.75163,"HQM2+5M Shizhong District, Leshan, Leshan, Sichuan, China",Clothing store,,
Levi's,"China, CN Sichuan Province Chengdu Jinjiang District 29 29 Wanda Plaza 209 29 East 5th Section 2nd Ring Road Postal Code: 610022",Jinjiang District,"CN Sichuan Province Chengdu Jinjiang District 29 Wanda Plaza, No. 29, East Section 5, Second Ring Road 209",Chengdu,610022,,CN,,,,30.62098,104.09572,"J3CW+97 Jinjiang District, Chengdu, Sichuan, China",Clothing store,,
Levi's,"China, Layer Lianhu District, Zhong Gu Lou Guang Chang, CN Shaanxi Province Xi'an City B2 Postal Code: 710007",Lianhu District,"Zhong Gu Lou Guang Chang, CN Xi'an, Shaanxi B2",层,710007,,CN,,,,34.25985,108.94568,,Clothing store,,
Levi's,"China, CN Henan Province Zhengzhou Jinshui District 1st Floor Postal Code: 450003",Jinshui District,CN Henan Province Zhengzhou City Jinshui District 1st Floor,Zhengzhou,450003,,CN,,,,34.78797,113.69195,"QMQR+5Q Jinshui District, Zhengzhou, Henan, China",Clothing store,,
Levi's,"5009, 5th Floor, BBK High-tech World, No. 33 33, Hongqi Avenue, Zhanggong District, Ganzhou, Jiangxi Province Postal Code: 341000",Zhanggong District,"CN 5009, 5th Floor, BBK High-tech World, No. 33 Hongqi Avenue, 33 33, Zhanggong District, Ganzhou City, Jiangxi Province",Ganzhou,341000,,CN,,,,25.84893,114.93994,"RWXQ+HX Zhanggong District, Ganzhou, Jiangxi, China",Clothing store,,
Levi's,"Lucheng District, Wenzhou, Wenzhou, China, 325027","Lucheng District, Wenzhou",,Wenzhou,,,CN,,,,27.998845,120.685111,"XMXP+G2 Lucheng District, Wenzhou, Wenzhou, Zhejiang, China",Clothing store,,
Jinuo Levi's,"China, CN Tianjin Xiqing District C bottom business Postal code: 300393",,CN Tianjin Xiqing District C bottom merchant,Xiqing District,300393,,CN,,,,39.13719,117.00993,"42P5+VX Xiqing District, Tianjin, China",Clothing store,,
Levi's,"6PC4+XCM, Qianwang St, Lin'An, Hangzhou, Zhejiang, China, 311399",Lin'An,"6PC4+XCM, Qianwang St",Hangzhou,311399,Zhejiang,CN,,,,30.222451,119.706046,,Clothing store,,
Levi's,"Huanhe N Rd, Dongli District, Tianjin, China, 300308",,Huanhe N Rd,Dongli District,300308,Tianjin,CN,,,,39.1613645,117.3828027,,Clothing store,,
LEVI. S,"No. 188 Hisense Plaza Jiefang N Rd, Heping, Tianjin, China, 300042",,188 Hisense Plaza Jiefang N Rd,Heping,,Tianjin,CN,,,,39.1170531,117.2182689,"4689+R8 Heping, Tianjin, China",Clothing store,,
Jinuo Levi's,"China, 6, Jizhou, Wenchang St, No. 6 CN Tianjin Postal Code: 301999",,"Wenchang St, 6 CN Tianjin",Jizhou,301999,,CN,,,,40.04447,117.41562,"2CV8+Q6 Jizhou, Tianjin, China",Clothing store,,
Levi's Men's Wear,"25 Xingyuan Rd, Zhaoyuan County, Daqing, Heilongjiang, China, 166500",Zhaoyuan County,25 Xingyuan Rd,Daqing,166500,Heilongjiang,CN,,,,45.51946,125.08164,"G39J+QM Zhaoyuanzhen, Zhaoyuan County, Daqing, Heilongjiang, China",Clothing store,,
Levi's,"China, Jiangsu, Wuxi, Binhu Airport Jct, Bailian Outlet Plaza B3-206",Binhu District,"Airport Jct, Bailian Outlet Plaza B3-206",Wuxi,,Jiangsu,CN,,,,31.52114,120.444318,"GCCV+FP Xinwu District, Wuxi, Wuxi, Jiangsu, China",Clothing store,,
Levi's Ganghui Ols Branch,"China, CN 501/516B 501/516B South Block, No. 1 Hongqiao Road, No. 1, Xuhui District, ShanghaiPostal Code: 200030",Xujiahui,"CN Shanghai Xuhui District 501/516B, 5th Floor, South Tower, No. 1 Hongqiao Road, No. 1",Xuhui District,200030,,CN,,,,31.19533,121.43755,"5CWQ+42 Xuhui District, Shanghai, China",Clothing store,,
LEVI'S,"211 Youyi Rd, Baoshan, Shanghai, China, 201999",,211 Youyi Rd,Baoshan,201999,Shanghai,CN,http://www.chinasspp.com/brand/2793/,,,31.4046375,121.4819366,"CF3J+VQ Baoshan, Shanghai, China",Clothing store,,
LEVI'S,"380 Fengtan Rd, Gongshu District, Hangzhou, Zhejiang, China, 310012",Gongshu District,380 Fengtan Rd,Hangzhou,310012,Zhejiang,CN,,,,30.298744,120.1057386,"74X4+F7 Gongshu District, Hangzhou, Zhejiang, China",Clothing store,,
LEVI'S,"588 Baiqi Rd, Fengxian District, Shanghai, China, 201400",,588 Baiqi Rd,Fengxian District,201400,Shanghai,CN,http://www.chinasspp.com/brand/2793/,,,30.9157751,121.4837254,"WF8M+8F Fengxian District, Shanghai, China",Clothing store,,
Levi's Outlet,"101 Wuning Rd, Putuo, Shanghai, China, 200060",,101 Wuning Rd,Putuo,200060,Shanghai,CN,https://www.levi.com/US/en_US/,,+86 400 039 3392,31.238332,121.422886,"6CQF+85 Putuo, Shanghai, China",Clothing store,,
LEVI' S,"2026 2026 Wanda Department Store, No. 88 Wanda Plaza Wanda Department Store, No. 88, Xinbei District, Tongjiang Middle Rd, China, Jiangsu, Changzhou, Xinbei District, 2026 Postal Code: 213028",Xinbei District,"Tongjiang Middle Rd, 88 Wanda Plaza Wanda Department Store, 2nd Floor, 2026",Changzhou,213028,Jiangsu,CN,,,,31.817974,119.969696,"RX99+5V Xinbei District, Changzhou, Jiangsu, China",Clothing store,,
LEVI'S,"68PF+64Q, Heyou Rd, Jiading District, Shanghai, China, 201803",,"68PF+64Q, Heyou Rd",Jiading District,201803,Shanghai,CN,http://www.chinasspp.com/brand/2793/,,,31.2355752,121.322871,,Clothing store,,
Levi's,"China, CN Jiangsu Wuxi Xinwu District Xiqin Road 18 18 Bailian Outlet Plaza B3-206 Postal Code: 214112","Xinwu District, Wuxi","CN B3-206, Bailian Outlet Plaza, No. 18 Xiqin Road, Xinwu District, Wuxi City, Jiangsu Province",Wuxi,214112,,CN,,,,31.52072,120.44787,"GCCX+74 Xinwu District, Wuxi, Wuxi, Jiangsu, China",Clothing store,,
Levi's,"China, Shanghai, Jiading District, 426, Shengxin Rd, No. 426 2nd Floor, Postal Code: 201821",426,"426 Shengxin Rd, 2nd Floor",Jiading District,201821,Shanghai,CN,,,,31.33024,121.25525,"87J4+33 Jiading District, Shanghai, China",Clothing store,,
LEVIS,"1666 Dongbao Department Store Sichuan Rd (N), Luxun Park, Hongkou District, Shanghai, China, 200081",Luxun Park,1666 Toho Department Store Sichuan Rd (N),Hongkou District,,Shanghai,CN,https://www.levi.com/US/en_US/,,,31.2575016,121.4831135,"7F5M+26 Hongkou District, Shanghai, China",Clothing store,,
LEVI'S,"China, 3rd Floor, Yaxin Plaza, 401 Changshou Road",,"3rd floor, Yaxin Plaza, No. 401 Changshou Road",Putuo,,,CN,,,,31.239298,121.436597,"6CQP+PJ Putuo, Shanghai, China",Clothing store,,
Levi's,"China, Shanghai, Pudong, 58, Zhuoyao Rd, 58 Lane Florence Town B10~11 Postal Code: 201202",58,"Zhuoyao Rd, Lane 58, Florence Town B10~11",Pudong,201202,Shanghai,CN,,,,31.19544,121.76379,"5QW7+5G Pudong, Shanghai, China",Clothing store,,
Levi's,"China, CN Zhejiang Province Hangzhou Xiacheng District Dongxin Road 822 822 Hangzhou Zhongda Yintai City 1st Floor Postal Code: 310004",Xiacheng District,"CN 1st Floor, Yintai City, Hangzhou, 822 822 Dongxin Road, Xiacheng District, Hangzhou, Zhejiang Province",Hangzhou,310004,,CN,,,,30.32709,120.17579,"85GG+R8 Xiacheng District, Hangzhou, Zhejiang, China",Clothing store,,
Levi's,"10 Tongcen Rd, Wuxing District, Huzhou, Zhejiang, China, 313000",Wuxing District,10 Tongcen Rd,Huzhou,313000,Zhejiang,CN,,,,30.866426,120.102506,"V483+H2 Wuxing District, Huzhou, Zhejiang, China",Clothing store,,
Levi's,"China, CN Jiangsu Province Suzhou Kunshan Dongcheng Avenue 501 501 No. 501 F1C08 Postal Code: 215334",Kunshan,CN Jiangsu Suzhou Kunshan 501 Dongcheng Avenue 501 501 F1C08,Suzhou,215334,,CN,,,,31.36535,121.06239,"9386+4X Kunshan, Suzhou, Jiangsu, China",Clothing store,,
LEVI'S,"1618 Huangxing Rd, Yangpu District, Shanghai, China, 200093",,1618 Huangxing Rd,Yangpu District,200093,Shanghai,CN,http://www.chinasspp.com/brand/2793/,,,31.289531,121.521587,"7GQC+RJ Yangpu District, Shanghai, China",Clothing store,,
LEVI'S,"437 Nianjiabang Rd, Pudong, Shanghai, China, 201318",,437 Nianjiabang Rd,Pudong,201318,Shanghai,CN,,,,31.1139064,121.5713161,"4H7C+HG Pudong, Shanghai, China",Clothing store,,
LEVI'S,"China, Shanghai, Jiading District, 366 河友路号: 201803",,No. 366 Heyou Road,Jiading District,201803,Shanghai,CN,,,,31.240286,121.323796,"68RF+4G Jiading District, Shanghai, China",Clothing store,,
LEVI'S,"96JX+4P7, Tacheng Rd, Jiading District, Shanghai, China, 201800",,"96JX+4P7, Tacheng Rd",Jiading District,201800,Shanghai,CN,http://www.chinasspp.com/brand/2793/,,,31.3802825,121.2493005,,Clothing store,,
LEVI'S,"135 Xin'geng Rd, Xujiahui, Xuhui District, Shanghai, China, 200030",Xujiahui,135 Xin'geng Rd,Xuhui District,200030,Shanghai,CN,http://www.chinasspp.com/brand/2793/,,,31.1923732,121.4427216,"5CRV+W3 Xuhui District, Shanghai, China",Clothing store,,
LEVI'S,"155 Changshou Rd, 長寿路 Putuo, Shanghai, China, 200061",Longevity Road,155 Changshou Rd,Putuo,200061,Shanghai,CN,,,,31.242757,121.441438,"6CVR+4H Putuo, Shanghai, China",Clothing store,,
LEVI’S,"500 Chengshan Road, Pudong, Shanghai, China",,500 Chengshan Road,Pudong,,,CN,http://www.chinasspp.com/brand/2793/,,,31.172211,121.507153,"5GC4+VV Pudong, Shanghai, China",Clothing store,,
LEVIS,"China, Shanghai, Huangpu, Nanjing Rd (E), 800 Oriental Commercial Building Postal Code: 200001",Nanjing Road,"Nanjing Rd (E), 800 Oriental Commercial Building",Huangpu,200001,Shanghai,CN,https://www.levi.com/US/en_US/,,,31.235843,121.475023,"6FPG+82 Huangpu, Shanghai, China",Clothing store,,
Levi's,"China, CN Zhejiang Province Ningbo Cixi City Youth Gongnan Road No. 99 99 Yintai City Hall A 4th Floor, Zip Code: 315300",Cixi,CN Zhejiang Province Ningbo Cixi City Youth Palace South Road 99 99 Yintai City Hall A 4th Floor,Ningbo,315300,,CN,,,,30.17026,121.24889,"56CX+4H Cixi, Ningbo, Zhejiang, China",Clothing store,,
Levi's,"China, CN Shanghai Yangpu District Kongjiang Road 1628 1628 1st Floor Bauhinia Plaza L1-04/05 Postal Code: 200082",,CN Shanghai Yangpu District 1628 Kongjiang Road 1628 1628 Bauhinia Plaza 1st Floor L1-04/05,Yangpu District,200082,,CN,,,,31.27528,121.51795,"7GG9+45 Yangpu District, Shanghai, China",Clothing store,,
LEVI'S,"932 Hengshan Rd, Xujiahui, Xuhui District, Shanghai, China, 200030",Xujiahui,932 Hengshan Rd,Xuhui District,200030,Shanghai,CN,http://www.chinasspp.com/brand/2793/,,+86 21 6448 3013,31.1952075,121.4389433,"5CWQ+3H Xuhui District, Shanghai, China",Clothing store,,
Levi’s,"China, Shanghai, Yangpu District, 2500 Siping Road Yangpu Hualian",,"Yangpu Hualian, No. 2500 Siping Road",Yangpu District,,,CN,http://www.chinasspp.com/brand/2793/,,,31.298798,121.515714,"7GX8+G7 Yangpu District, Shanghai, China",Clothing store,,
Levi's,"China, CN Jiangsu Province Nantong Gangzha District Haoxi Road No. 299 299 Haoxi Road B106 Postal Code: 226003",Gangzha District,"CN Outlet Shopping Plaza B106, No. 299 Haoxi Road, 299 Haoxi Road, Nantong City, Jiangsu Province",Nantong,226003,,CN,,,,32.04076,120.85552,"2VR4+86 Gangzha District, Nantong, Jiangsu, China",Clothing store,,
Levi's,"108 Meier Blvd, Pudong, Shanghai, China, 201205",,108 Meier Blvd,Pudong,201205,Shanghai,CN,,,,31.13917,121.67869,"4MQH+MF Pudong, Shanghai, China",Clothing store,,
